"","OTU","Kingdom","Phylum","Class","Order","Family","Genus","Species","Lowest_Taxonomic_Rank","Label"
"FOTU_1","FOTU_1","Fungi","Basidiomycota","Agaricomycetes","Phallales","Phallaceae","Phallus","rubicundus","Phallus_rubicundus","FOTU_1_Phallus_rubicundus"
"FOTU_2","FOTU_2","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","unidentified","Fusarium","FOTU_2_Fusarium"
"FOTU_3","FOTU_3","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","Cladosporium","cladosporioides","Cladosporium_cladosporioides","FOTU_3_Cladosporium_cladosporioides"
"FOTU_4","FOTU_4","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","Fungi","FOTU_4_Fungi"
"FOTU_5","FOTU_5","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","rishikesha","Mortierella_rishikesha","FOTU_5_Mortierella_rishikesha"
"FOTU_6","FOTU_6","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Tetracladium","unidentified","Tetracladium","FOTU_6_Tetracladium"
"FOTU_7","FOTU_7","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusicolla","unidentified","Fusicolla","FOTU_7_Fusicolla"
"FOTU_8","FOTU_8","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Talaromyces","ucrainicus","Talaromyces_ucrainicus","FOTU_8_Talaromyces_ucrainicus"
"FOTU_9","FOTU_9","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Talaromyces","flavus","Talaromyces_flavus","FOTU_9_Talaromyces_flavus"
"FOTU_10","FOTU_10","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma","unidentified","Trichoderma","FOTU_10_Trichoderma"
"FOTU_11","FOTU_11","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","Spizellomycetaceae","Spizellomyces","punctatus","Spizellomyces_punctatus","FOTU_11_Spizellomyces_punctatus"
"FOTU_12","FOTU_12","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Podila","minutissima","Podila_minutissima","FOTU_12_Podila_minutissima"
"FOTU_13","FOTU_13","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria","tenuissima","Alternaria_tenuissima","FOTU_13_Alternaria_tenuissima"
"FOTU_14","FOTU_14","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_14_unidentified"
"FOTU_15","FOTU_15","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","unidentified","Fusarium","FOTU_15_Fusarium"
"FOTU_16","FOTU_16","Fungi","Ascomycota","unidentified","unidentified","unidentified","unidentified","unidentified","Ascomycota","FOTU_16_Ascomycota"
"FOTU_17","FOTU_17","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Bionectriaceae","Clonostachys","rosea","Clonostachys_rosea","FOTU_17_Clonostachys_rosea"
"FOTU_18","FOTU_18","Mocki","Mockimycota","Mockimycetes","Mockiales","Mockiaceae","Mock","unidentified","unidentified","FOTU_18_Mock"
"FOTU_19","FOTU_19","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Chaetomium","grande","Chaetomium_grande","FOTU_19_Chaetomium_grande"
"FOTU_20","FOTU_20","Mocki","Mockimycota","Mockimycetes","Mockiales","Mockiaceae","Mock","unidentified","unidentified","FOTU_20_Mock"
"FOTU_21","FOTU_21","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Linnemannia","amoeboidea","Linnemannia_amoeboidea","FOTU_21_Linnemannia_amoeboidea"
"FOTU_22","FOTU_22","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","unidentified","Aspergillus","FOTU_22_Aspergillus"
"FOTU_23","FOTU_23","Mocki","Mockimycota","Mockimycetes","Mockiales","Mockiaceae","Mock","mock8","unidentified","FOTU_23_Mock_mock8"
"FOTU_24","FOTU_24","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Stachybotryaceae","Albifimbria","verrucaria","Albifimbria_verrucaria","FOTU_24_Albifimbria_verrucaria"
"FOTU_25","FOTU_25","Mocki","Mockimycota","Mockimycetes","Mockiales","Mockiaceae","Mock","mock3","unidentified","FOTU_25_Mock_mock3"
"FOTU_26","FOTU_26","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Humicola","nigrescens","Humicola_nigrescens","FOTU_26_Humicola_nigrescens"
"FOTU_27","FOTU_27","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Talaromyces","purpureogenus","Talaromyces_purpureogenus","FOTU_27_Talaromyces_purpureogenus"
"FOTU_28","FOTU_28","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","fischeri","Aspergillus_fischeri","FOTU_28_Aspergillus_fischeri"
"FOTU_29","FOTU_29","Fungi","Basidiomycota","Tremellomycetes","Cystofilobasidiales","Mrakiaceae","Mrakia","frigida","Mrakia_frigida","FOTU_29_Mrakia_frigida"
"FOTU_30","FOTU_30","Mocki","Mockimycota","Mockimycetes","Mockiales","Mockiaceae","Mock","mock7","unidentified","FOTU_30_Mock_mock7"
"FOTU_31","FOTU_31","Fungi","Chytridiomycota","GS13","GS13_ord_Incertae_sedis","GS13_fam_Incertae_sedis","GS13_gen_Incertae_sedis","unidentified","GS13_gen_Incertae_sedis","FOTU_31_GS13_gen_Incertae_sedis"
"FOTU_32","FOTU_32","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Lyophyllaceae","Fibulochlamys","chilensis","Fibulochlamys_chilensis","FOTU_32_Fibulochlamys_chilensis"
"FOTU_33","FOTU_33","Fungi","Ascomycota","unidentified","unidentified","unidentified","unidentified","unidentified","Ascomycota","FOTU_33_Ascomycota"
"FOTU_34","FOTU_34","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Neosetophoma","rosigena","Neosetophoma_rosigena","FOTU_34_Neosetophoma_rosigena"
"FOTU_35","FOTU_35","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","unidentified","Fusarium","FOTU_35_Fusarium"
"FOTU_36","FOTU_36","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Neoophiobolus","chromolaenae","Neoophiobolus_chromolaenae","FOTU_36_Neoophiobolus_chromolaenae"
"FOTU_37","FOTU_37","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Linnemannia","amoeboidea","Linnemannia_amoeboidea","FOTU_37_Linnemannia_amoeboidea"
"FOTU_38","FOTU_38","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","tricinctum","Fusarium_tricinctum","FOTU_38_Fusarium_tricinctum"
"FOTU_39","FOTU_39","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Exophiala","equina","Exophiala_equina","FOTU_39_Exophiala_equina"
"FOTU_40","FOTU_40","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_40_unidentified"
"FOTU_41","FOTU_41","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Tetracladium","unidentified","Tetracladium","FOTU_41_Tetracladium"
"FOTU_42","FOTU_42","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Bionectriaceae","Gliomastix","unidentified","Gliomastix","FOTU_42_Gliomastix"
"FOTU_43","FOTU_43","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","oxalicum","Penicillium_oxalicum","FOTU_43_Penicillium_oxalicum"
"FOTU_44","FOTU_44","Mocki","Mockimycota","Mockimycetes","Mockiales","Mockiaceae","Mock","mock11","unidentified","FOTU_44_Mock_mock11"
"FOTU_45","FOTU_45","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_45_unidentified"
"FOTU_46","FOTU_46","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_46_unidentified"
"FOTU_47","FOTU_47","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","Spizellomycetales_fam_Incertae_sedis","Spizellomycetales_gen_Incertae_sedis","unidentified","Spizellomycetales_gen_Incertae_sedis","FOTU_47_Spizellomycetales_gen_Incertae_sedis"
"FOTU_48","FOTU_48","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_48_unidentified"
"FOTU_49","FOTU_49","Mocki","Mockimycota","Mockimycetes","Mockiales","Mockiaceae","Mock","mock2","Viridiplantae","FOTU_49_Mock_mock2"
"FOTU_50","FOTU_50","Fungi","Basidiomycota","Tremellomycetes","Cystofilobasidiales","Mrakiaceae","Tausonia","pullulans","Tausonia_pullulans","FOTU_50_Tausonia_pullulans"
"FOTU_51","FOTU_51","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusicolla","aquaeductuum","Fusicolla_aquaeductuum","FOTU_51_Fusicolla_aquaeductuum"
"FOTU_52","FOTU_52","Mocki","Mockimycota","Mockimycetes","Mockiales","Mockiaceae","Mock","mock11","unidentified","FOTU_52_Mock_mock11"
"FOTU_53","FOTU_53","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","Fungi","FOTU_53_Fungi"
"FOTU_54","FOTU_54","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_54_unidentified"
"FOTU_55","FOTU_55","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_55_unidentified"
"FOTU_56","FOTU_56","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma","polysporum","Trichoderma_polysporum","FOTU_56_Trichoderma_polysporum"
"FOTU_57","FOTU_57","Fungi","Ascomycota","unidentified","unidentified","unidentified","unidentified","unidentified","Ascomycota","FOTU_57_Ascomycota"
"FOTU_58","FOTU_58","Fungi","Ascomycota","unidentified","unidentified","unidentified","unidentified","unidentified","Ascomycota","FOTU_58_Ascomycota"
"FOTU_59","FOTU_59","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_59_unidentified"
"FOTU_60","FOTU_60","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_60_unidentified"
"FOTU_61","FOTU_61","Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Piskurozymaceae","Solicoccozyma","terricola","Solicoccozyma_terricola","FOTU_61_Solicoccozyma_terricola"
"FOTU_62","FOTU_62","Fungi","Kickxellomycota","Kickxellomycota_cls_Incertae_sedis","Kickxellomycota_ord_Incertae_sedis","Kickxellomycota_fam_Incertae_sedis","Kickxellomycota_gen_Incertae_sedis","unidentified","Kickxellomycota_gen_Incertae_sedis","FOTU_62_Kickxellomycota_gen_Incertae_sedis"
"FOTU_63","FOTU_63","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","Spizellomycetaceae","Spizellomyces","plurigibbosus","Spizellomyces_plurigibbosus","FOTU_63_Spizellomyces_plurigibbosus"
"FOTU_64","FOTU_64","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pulvinulaceae","Pulvinulaceae_gen_Incertae_sedis","unidentified","Pulvinulaceae_gen_Incertae_sedis","FOTU_64_Pulvinulaceae_gen_Incertae_sedis"
"FOTU_65","FOTU_65","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","Fungi","FOTU_65_Fungi"
"FOTU_66","FOTU_66","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Talaromyces","assiutensis","Talaromyces_assiutensis","FOTU_66_Talaromyces_assiutensis"
"FOTU_67","FOTU_67","Fungi","Basidiomycota","unidentified","unidentified","unidentified","unidentified","unidentified","Basidiomycota","FOTU_67_Basidiomycota"
"FOTU_68","FOTU_68","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","Powellomycetaceae","Powellomycetaceae_gen_Incertae_sedis","unidentified","Powellomycetaceae_gen_Incertae_sedis","FOTU_68_Powellomycetaceae_gen_Incertae_sedis"
"FOTU_69","FOTU_69","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Onygenaceae","Polytolypa","hystricis","Polytolypa_hystricis","FOTU_69_Polytolypa_hystricis"
"FOTU_70","FOTU_70","Fungi","Chytridiomycota","Rhizophlyctidomycetes","Rhizophlyctidales","Rhizophlyctidales_fam_Incertae_sedis","Rhizophlyctidales_gen_Incertae_sedis","unidentified","Rhizophlyctidales_gen_Incertae_sedis","FOTU_70_Rhizophlyctidales_gen_Incertae_sedis"
"FOTU_71","FOTU_71","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Stephanosporaceae","Stephanosporaceae_gen_Incertae_sedis","unidentified","Stephanosporaceae_gen_Incertae_sedis","FOTU_71_Stephanosporaceae_gen_Incertae_sedis"
"FOTU_72","FOTU_72","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pezizaceae","Peziza","ninguis","Peziza_ninguis","FOTU_72_Peziza_ninguis"
"FOTU_73","FOTU_73","Mocki","Mockimycota","Mockimycetes","Mockiales","Mockiaceae","Mock","mock3","unidentified","FOTU_73_Mock_mock3"
"FOTU_74","FOTU_74","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Ganodermataceae","Ganoderma","applanatum","Ganoderma_applanatum","FOTU_74_Ganoderma_applanatum"
"FOTU_75","FOTU_75","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","sporotrichioides","Fusarium_sporotrichioides","FOTU_75_Fusarium_sporotrichioides"
"FOTU_76","FOTU_76","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","Fungi","FOTU_76_Fungi"
"FOTU_77","FOTU_77","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","unidentified","unidentified","Phaeosphaeriaceae","FOTU_77_Phaeosphaeriaceae"
"FOTU_78","FOTU_78","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Phaffomycetaceae","Cyberlindnera","saturnus","Cyberlindnera_saturnus","FOTU_78_Cyberlindnera_saturnus"
"FOTU_79","FOTU_79","Fungi","Basidiomycota","Agaricomycetes","Russulales","Lachnocladiaceae","Dichostereum","orientale","Dichostereum_orientale","FOTU_79_Dichostereum_orientale"
"FOTU_80","FOTU_80","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Niessliaceae","Niesslia","mucida","Niesslia_mucida","FOTU_80_Niesslia_mucida"
"FOTU_81","FOTU_81","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Lycoperdaceae","Disciseda","unidentified","Disciseda","FOTU_81_Disciseda"
"FOTU_82","FOTU_82","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Metacordyceps","chlamydosporia","Metacordyceps_chlamydosporia","FOTU_82_Metacordyceps_chlamydosporia"
"FOTU_83","FOTU_83","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","Fungi","FOTU_83_Fungi"
"FOTU_84","FOTU_84","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","ambigua","Mortierella_ambigua","FOTU_84_Mortierella_ambigua"
"FOTU_85","FOTU_85","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","parasiticus","Aspergillus_parasiticus","FOTU_85_Aspergillus_parasiticus"
"FOTU_86","FOTU_86","Fungi","Ascomycota","Sordariomycetes","Chaetosphaeriales","Chaetosphaeriaceae","Chloridium","aseptatum","Chloridium_aseptatum","FOTU_86_Chloridium_aseptatum"
"FOTU_87","FOTU_87","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_87_unidentified"
"FOTU_88","FOTU_88","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_88_unidentified"
"FOTU_89","FOTU_89","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_89_unidentified"
"FOTU_90","FOTU_90","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma","aerugineum","Trichoderma_aerugineum","FOTU_90_Trichoderma_aerugineum"
"FOTU_91","FOTU_91","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma","unidentified","Trichoderma","FOTU_91_Trichoderma"
"FOTU_92","FOTU_92","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","Fungi","FOTU_92_Fungi"
"FOTU_93","FOTU_93","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_93_unidentified"
"FOTU_94","FOTU_94","Fungi","Ascomycota","Orbiliomycetes","Orbiliales","Orbiliaceae","Arthrobotrys","unidentified","Arthrobotrys","FOTU_94_Arthrobotrys"
"FOTU_95","FOTU_95","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_95_unidentified"
"FOTU_96","FOTU_96","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_96_unidentified"
"FOTU_97","FOTU_97","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_97_unidentified"
"FOTU_98","FOTU_98","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma","turrialbense","Trichoderma_turrialbense","FOTU_98_Trichoderma_turrialbense"
"FOTU_99","FOTU_99","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Scytalidium","unidentified","Scytalidium","FOTU_99_Scytalidium"
"FOTU_100","FOTU_100","Fungi","Ascomycota","Dothideomycetes","Pleosporales","unidentified","unidentified","unidentified","Pleosporales","FOTU_100_Pleosporales"
"FOTU_101","FOTU_101","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Clavicipitaceae","Collarina","unidentified","Collarina","FOTU_101_Collarina"
"FOTU_102","FOTU_102","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_102_unidentified"
"FOTU_103","FOTU_103","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Lycoperdaceae","Lycoperdon","pratense","Lycoperdon_pratense","FOTU_103_Lycoperdon_pratense"
"FOTU_104","FOTU_104","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Linnemannia","amoeboidea","Linnemannia_amoeboidea","FOTU_104_Linnemannia_amoeboidea"
"FOTU_105","FOTU_105","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","Fungi","FOTU_105_Fungi"
"FOTU_106","FOTU_106","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Cortinariaceae","Cortinarius","heterodepressus","Cortinarius_heterodepressus","FOTU_106_Cortinarius_heterodepressus"
"FOTU_107","FOTU_107","Rhizaria","Cercozoa","Cercozoa_cls_Incertae_sedis","Cercozoa_ord_Incertae_sedis","Cercozoa_fam_Incertae_sedis","Cercozoa_gen_Incertae_sedis","unidentified","Cercozoa_gen_Incertae_sedis","FOTU_107_Cercozoa_gen_Incertae_sedis"
"FOTU_108","FOTU_108","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_108_unidentified"
"FOTU_109","FOTU_109","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Sagenomella","oligospora","Sagenomella_oligospora","FOTU_109_Sagenomella_oligospora"
"FOTU_110","FOTU_110","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreales_fam_Incertae_sedis","Sarocladium","strictum","Sarocladium_strictum","FOTU_110_Sarocladium_strictum"
"FOTU_111","FOTU_111","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_111_unidentified"
"FOTU_112","FOTU_112","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_112_unidentified"
"FOTU_113","FOTU_113","Fungi","Chytridiomycota","Rhizophlyctidomycetes","Rhizophlyctidales","Rhizophlyctidales_fam_Incertae_sedis","Rhizophlyctidales_gen_Incertae_sedis","unidentified","Rhizophlyctidales_gen_Incertae_sedis","FOTU_113_Rhizophlyctidales_gen_Incertae_sedis"
"FOTU_114","FOTU_114","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymosphaeriaceae","Pseudopithomyces","chartarum","Pseudopithomyces_chartarum","FOTU_114_Pseudopithomyces_chartarum"
"FOTU_115","FOTU_115","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","Spizellomycetaceae","Spizellomyces","dolichospermus","Spizellomyces_dolichospermus","FOTU_115_Spizellomyces_dolichospermus"
"FOTU_116","FOTU_116","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Steccherinaceae","Odonticium","romellii","Odonticium_romellii","FOTU_116_Odonticium_romellii"
"FOTU_117","FOTU_117","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_117_unidentified"
"FOTU_118","FOTU_118","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_118_unidentified"
"FOTU_119","FOTU_119","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_119_unidentified"
"FOTU_120","FOTU_120","Fungi","Basidiomycota","Tremellomycetes","Cystofilobasidiales","Cystofilobasidiaceae","Cystofilobasidium","macerans","Cystofilobasidium_macerans","FOTU_120_Cystofilobasidium_macerans"
"FOTU_121","FOTU_121","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreales_fam_Incertae_sedis","Acremonium","persicinum","Acremonium_persicinum","FOTU_121_Acremonium_persicinum"
"FOTU_122","FOTU_122","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Linnemannia","amoeboidea","Linnemannia_amoeboidea","FOTU_122_Linnemannia_amoeboidea"
"FOTU_123","FOTU_123","Fungi","Olpidiomycota","Olpidiomycota_cls_Incertae_sedis","Olpidiomycota_ord_Incertae_sedis","Olpidiomycota_fam_Incertae_sedis","Olpidiomycota_gen_Incertae_sedis","unidentified","Olpidiomycota_gen_Incertae_sedis","FOTU_123_Olpidiomycota_gen_Incertae_sedis"
"FOTU_124","FOTU_124","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_124_unidentified"
"FOTU_125","FOTU_125","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_125_unidentified"
"FOTU_126","FOTU_126","Rhizaria","Cercozoa","Cercozoa_cls_Incertae_sedis","Thaumatomonadida","Thaumatomastigidae","Thaumatomonas","unidentified","Thaumatomonas","FOTU_126_Thaumatomonas"
"FOTU_127","FOTU_127","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_127_unidentified"
"FOTU_128","FOTU_128","Choanoflagellozoa","Choanoflagellata","Choanoflagellata_cls_Incertae_sedis","Choanoflagellida","Choanoflagellida_fam_Incertae_sedis","Choanoflagellida_gen_Incertae_sedis","unidentified","Choanoflagellida_gen_Incertae_sedis","FOTU_128_Choanoflagellida_gen_Incertae_sedis"
"FOTU_129","FOTU_129","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_129_unidentified"
"FOTU_130","FOTU_130","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_130_unidentified"
"FOTU_131","FOTU_131","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Cheilymenia","theleboloides","Cheilymenia_theleboloides","FOTU_131_Cheilymenia_theleboloides"
"FOTU_132","FOTU_132","Fungi","Basidiomycota","Agaricomycetes","Geastrales","Sphaerobolaceae","Sphaerobolus","ingoldii","Sphaerobolus_ingoldii","FOTU_132_Sphaerobolus_ingoldii"
"FOTU_133","FOTU_133","Fungi","Ascomycota","Pezizomycetes","Pezizales","unidentified","unidentified","unidentified","Pezizales","FOTU_133_Pezizales"
"FOTU_134","FOTU_134","Fungi","Chytridiomycota","Rhizophlyctidomycetes","Rhizophlyctidales","Rhizophlyctidales_fam_Incertae_sedis","Rhizophlyctidales_gen_Incertae_sedis","unidentified","Rhizophlyctidales_gen_Incertae_sedis","FOTU_134_Rhizophlyctidales_gen_Incertae_sedis"
"FOTU_135","FOTU_135","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Onygenales_fam_Incertae_sedis","Spiromastix","unidentified","Spiromastix","FOTU_135_Spiromastix"
"FOTU_136","FOTU_136","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Heydenia","unidentified","Heydenia","FOTU_136_Heydenia"
"FOTU_137","FOTU_137","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_137_unidentified"
"FOTU_138","FOTU_138","Fungi","Rozellomycota","Rozellomycotina_cls_Incertae_sedis","Branch03","Branch03_fam_Incertae_sedis","Branch03_gen_Incertae_sedis","unidentified","Branch03_gen_Incertae_sedis","FOTU_138_Branch03_gen_Incertae_sedis"
"FOTU_139","FOTU_139","Fungi","Ascomycota","Pezizomycetes","Pezizales","unidentified","unidentified","unidentified","Pezizales","FOTU_139_Pezizales"
"FOTU_140","FOTU_140","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Tetracladium","unidentified","Tetracladium","FOTU_140_Tetracladium"
"FOTU_141","FOTU_141","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","Spizellomycetales_fam_Incertae_sedis","Spizellomycetales_gen_Incertae_sedis","unidentified","Spizellomycetales_gen_Incertae_sedis","FOTU_141_Spizellomycetales_gen_Incertae_sedis"
"FOTU_142","FOTU_142","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_142_unidentified"
"FOTU_143","FOTU_143","Fungi","Ascomycota","Sordariomycetes","Hypocreales","unidentified","unidentified","unidentified","Hypocreales","FOTU_143_Hypocreales"
"FOTU_144","FOTU_144","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_144_unidentified"
"FOTU_145","FOTU_145","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Thelonectria","olida","Thelonectria_olida","FOTU_145_Thelonectria_olida"
"FOTU_146","FOTU_146","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","Fungi","FOTU_146_Fungi"
"FOTU_147","FOTU_147","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_147_unidentified"
"FOTU_148","FOTU_148","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Hydnaceae","Sistotrema","hypogaeum","Sistotrema_hypogaeum","FOTU_148_Sistotrema_hypogaeum"
"FOTU_149","FOTU_149","Fungi","Basidiomycota","Ustilaginomycetes","Ustilaginales","Anthracoideaceae","Pilocintractia","fimbristylidicola","Pilocintractia_fimbristylidicola","FOTU_149_Pilocintractia_fimbristylidicola"
"FOTU_150","FOTU_150","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_150_unidentified"
"FOTU_151","FOTU_151","Fungi","Basidiomycota","Agaricomycetes","Russulales","Lachnocladiaceae","Dichostereum","orientale","Dichostereum_orientale","FOTU_151_Dichostereum_orientale"
