"","OTU","Kingdom","Phylum","Class","Order","Family","Genus","Species","Lowest_Taxonomic_Rank","Label"
"FOTU_1268","FOTU_1268","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Stachybotryaceae","Striaticonidium","brachysporum","Striaticonidium_brachysporum","FOTU_1268_Striaticonidium_brachysporum"
"FOTU_1269","FOTU_1269","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","unidentified","unidentified","unidentified","Saccharomycetales","FOTU_1269_Saccharomycetales"
"FOTU_1270","FOTU_1270","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Gymnoascaceae","Leucothecium","emdenii","Leucothecium_emdenii","FOTU_1270_Leucothecium_emdenii"
"FOTU_1271","FOTU_1271","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","Fungi","FOTU_1271_Fungi"
"FOTU_1272","FOTU_1272","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_1272_unidentified"
"FOTU_1273","FOTU_1273","Fungi","Basidiomycota","unidentified","unidentified","unidentified","unidentified","unidentified","Basidiomycota","FOTU_1273_Basidiomycota"
"FOTU_1274","FOTU_1274","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_1274_unidentified"
"FOTU_1275","FOTU_1275","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_1275_unidentified"
"FOTU_1276","FOTU_1276","Fungi","Ascomycota","unidentified","unidentified","unidentified","unidentified","unidentified","Ascomycota","FOTU_1276_Ascomycota"
"FOTU_1277","FOTU_1277","Fungi","Rozellomycota","Rozellomycotina_cls_Incertae_sedis","GS05","GS05_fam_Incertae_sedis","GS05_gen_Incertae_sedis","unidentified","GS05_gen_Incertae_sedis","FOTU_1277_GS05_gen_Incertae_sedis"
"FOTU_1278","FOTU_1278","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_1278_unidentified"
"FOTU_1279","FOTU_1279","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_1279_unidentified"
"FOTU_1280","FOTU_1280","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_1280_unidentified"
"FOTU_1281","FOTU_1281","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","Fungi","FOTU_1281_Fungi"
"FOTU_1282","FOTU_1282","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Amaurodon","unidentified","Amaurodon","FOTU_1282_Amaurodon"
"FOTU_1283","FOTU_1283","Fungi","Ascomycota","unidentified","unidentified","unidentified","unidentified","unidentified","Ascomycota","FOTU_1283_Ascomycota"
"FOTU_1284","FOTU_1284","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Paraphoma","unidentified","Paraphoma","FOTU_1284_Paraphoma"
"FOTU_1285","FOTU_1285","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_1285_unidentified"
"FOTU_1286","FOTU_1286","Fungi","Ascomycota","Sordariomycetes","Branch06","Branch06_fam_Incertae_sedis","Branch06_gen_Incertae_sedis","unidentified","Branch06_gen_Incertae_sedis","FOTU_1286_Branch06_gen_Incertae_sedis"
"FOTU_1287","FOTU_1287","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_1287_unidentified"
"FOTU_1288","FOTU_1288","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Aleuria","cestrica","Aleuria_cestrica","FOTU_1288_Aleuria_cestrica"
"FOTU_1289","FOTU_1289","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_1289_unidentified"
"FOTU_1290","FOTU_1290","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","Fungi","FOTU_1290_Fungi"
"FOTU_1291","FOTU_1291","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","Fungi","FOTU_1291_Fungi"
"FOTU_1292","FOTU_1292","Fungi","Ascomycota","unidentified","unidentified","unidentified","unidentified","unidentified","Ascomycota","FOTU_1292_Ascomycota"
"FOTU_1293","FOTU_1293","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_1293_unidentified"
"FOTU_1294","FOTU_1294","Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Teratosphaeriaceae","unidentified","unidentified","Teratosphaeriaceae","FOTU_1294_Teratosphaeriaceae"
"FOTU_1295","FOTU_1295","Viridiplantae","Anthophyta","Eudicotyledonae","unidentified","unidentified","unidentified","unidentified","Eudicotyledonae","FOTU_1295_Eudicotyledonae"
"FOTU_1296","FOTU_1296","Fungi","Ascomycota","Sordariomycetes","Xylariales","unidentified","unidentified","unidentified","Xylariales","FOTU_1296_Xylariales"
"FOTU_1297","FOTU_1297","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_1297_unidentified"
"FOTU_1298","FOTU_1298","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_1298_unidentified"
"FOTU_1299","FOTU_1299","Fungi","Ascomycota","Dothideomycetes","Pleosporales","unidentified","unidentified","unidentified","Pleosporales","FOTU_1299_Pleosporales"
"FOTU_1300","FOTU_1300","Fungi","Basidiomycota","unidentified","unidentified","unidentified","unidentified","unidentified","Basidiomycota","FOTU_1300_Basidiomycota"
"FOTU_1301","FOTU_1301","Fungi","Ascomycota","Leotiomycetes","Helotiales","Calloriaceae","Laetinaevia","unidentified","Laetinaevia","FOTU_1301_Laetinaevia"
"FOTU_1302","FOTU_1302","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_1302_unidentified"
"FOTU_1303","FOTU_1303","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_1303_unidentified"
"FOTU_1304","FOTU_1304","Fungi","Basidiomycota","unidentified","unidentified","unidentified","unidentified","unidentified","Basidiomycota","FOTU_1304_Basidiomycota"
"FOTU_1305","FOTU_1305","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Cyphellophoraceae","Cyphellophora","fusarioides","Cyphellophora_fusarioides","FOTU_1305_Cyphellophora_fusarioides"
"FOTU_1306","FOTU_1306","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","Fungi","FOTU_1306_Fungi"
"FOTU_1307","FOTU_1307","Fungi","Ascomycota","Sordariomycetes","unidentified","unidentified","unidentified","unidentified","Sordariomycetes","FOTU_1307_Sordariomycetes"
"FOTU_1308","FOTU_1308","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_1308_unidentified"
"FOTU_1309","FOTU_1309","Fungi","Ascomycota","Sordariomycetes","Sordariales","Podosporaceae","Cladorrhinum","flexuosum","Cladorrhinum_flexuosum","FOTU_1309_Cladorrhinum_flexuosum"
"FOTU_1310","FOTU_1310","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Dioszegia","zsoltii","Dioszegia_zsoltii","FOTU_1310_Dioszegia_zsoltii"
"FOTU_1311","FOTU_1311","Viridiplantae","Anthophyta","Eudicotyledonae","Asterales","Asteraceae","Epilasia","mirabilis","Epilasia_mirabilis","FOTU_1311_Epilasia_mirabilis"
"FOTU_1312","FOTU_1312","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Stachybotryaceae","unidentified","unidentified","Stachybotryaceae","FOTU_1312_Stachybotryaceae"
"FOTU_1313","FOTU_1313","Fungi","Ascomycota","Sordariomycetes","unidentified","unidentified","unidentified","unidentified","Sordariomycetes","FOTU_1313_Sordariomycetes"
"FOTU_1314","FOTU_1314","Fungi","Blastocladiomycota","Blastocladiomycetes","Blastocladiales","Blastocladiales_fam_Incertae_sedis","Blastocladiales_gen_Incertae_sedis","unidentified","Blastocladiales_gen_Incertae_sedis","FOTU_1314_Blastocladiales_gen_Incertae_sedis"
"FOTU_1315","FOTU_1315","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Schizoporaceae","Schizoporaceae_gen_Incertae_sedis","unidentified","Schizoporaceae_gen_Incertae_sedis","FOTU_1315_Schizoporaceae_gen_Incertae_sedis"
"FOTU_1316","FOTU_1316","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_1316_unidentified"
"FOTU_1317","FOTU_1317","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","Fungi","FOTU_1317_Fungi"
"FOTU_1318","FOTU_1318","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","Fungi","FOTU_1318_Fungi"
"FOTU_1319","FOTU_1319","Fungi","Basidiomycota","unidentified","unidentified","unidentified","unidentified","unidentified","Basidiomycota","FOTU_1319_Basidiomycota"
"FOTU_1320","FOTU_1320","Fungi","Ascomycota","Sordariomycetes","Branch06","Branch06_fam_Incertae_sedis","Branch06_gen_Incertae_sedis","unidentified","Branch06_gen_Incertae_sedis","FOTU_1320_Branch06_gen_Incertae_sedis"
"FOTU_1321","FOTU_1321","Viridiplantae","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","Viridiplantae","FOTU_1321_Viridiplantae"
"FOTU_1322","FOTU_1322","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_1322_unidentified"
"FOTU_1323","FOTU_1323","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Stachylidium","bicolor","Stachylidium_bicolor","FOTU_1323_Stachylidium_bicolor"
"FOTU_1324","FOTU_1324","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","Fungi","FOTU_1324_Fungi"
"FOTU_1325","FOTU_1325","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_1325_unidentified"
"FOTU_1326","FOTU_1326","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_1326_unidentified"
"FOTU_1327","FOTU_1327","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_1327_unidentified"
"FOTU_1328","FOTU_1328","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_1328_unidentified"
"FOTU_1329","FOTU_1329","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","Cladosporium","subuliforme","Cladosporium_subuliforme","FOTU_1329_Cladosporium_subuliforme"
"FOTU_1330","FOTU_1330","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_1330_unidentified"
"FOTU_1331","FOTU_1331","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_1331_unidentified"
"FOTU_1332","FOTU_1332","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","chlamydosporus","Aspergillus_chlamydosporus","FOTU_1332_Aspergillus_chlamydosporus"
"FOTU_1333","FOTU_1333","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Hymenochaetaceae","Hymenochaete","tenuis","Hymenochaete_tenuis","FOTU_1333_Hymenochaete_tenuis"
"FOTU_1334","FOTU_1334","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_1334_unidentified"
"FOTU_1335","FOTU_1335","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","Fungi","FOTU_1335_Fungi"
"FOTU_1336","FOTU_1336","Rhizaria","Cercozoa","Cercozoa_cls_Incertae_sedis","Thaumatomonadida","Thaumatomonadida_fam_Incertae_sedis","Thaumatomonadida_gen_Incertae_sedis","unidentified","Thaumatomonadida_gen_Incertae_sedis","FOTU_1336_Thaumatomonadida_gen_Incertae_sedis"
"FOTU_1337","FOTU_1337","Fungi","Rozellomycota","Rozellomycota_cls_Incertae_sedis","Rozellomycota_ord_Incertae_sedis","Rozellomycota_fam_Incertae_sedis","unidentified","unidentified","Rozellomycota_fam_Incertae_sedis","FOTU_1337_Rozellomycota_fam_Incertae_sedis"
"FOTU_1338","FOTU_1338","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Ovatospora","unidentified","Ovatospora","FOTU_1338_Ovatospora"
"FOTU_1339","FOTU_1339","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Setophoma","pseudosacchari","Setophoma_pseudosacchari","FOTU_1339_Setophoma_pseudosacchari"
"FOTU_1340","FOTU_1340","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_1340_unidentified"
"FOTU_1341","FOTU_1341","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","Fungi","FOTU_1341_Fungi"
"FOTU_1342","FOTU_1342","Viridiplantae","Anthophyta","Eudicotyledonae","Ebenales","Styracaceae","Styrax","maninul","Styrax_maninul","FOTU_1342_Styrax_maninul"
"FOTU_1343","FOTU_1343","Viridiplantae","Anthophyta","Eudicotyledonae","unidentified","unidentified","unidentified","unidentified","Eudicotyledonae","FOTU_1343_Eudicotyledonae"
"FOTU_1344","FOTU_1344","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_1344_unidentified"
"FOTU_1345","FOTU_1345","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Paraphoma","unidentified","Paraphoma","FOTU_1345_Paraphoma"
"FOTU_1346","FOTU_1346","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_1346_unidentified"
"FOTU_1347","FOTU_1347","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Meripilaceae","Physisporinus","vitreus","Physisporinus_vitreus","FOTU_1347_Physisporinus_vitreus"
"FOTU_1348","FOTU_1348","Fungi","Chytridiomycota","unidentified","unidentified","unidentified","unidentified","unidentified","Chytridiomycota","FOTU_1348_Chytridiomycota"
"FOTU_1349","FOTU_1349","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Pichiaceae","Pichia","fermentans","Pichia_fermentans","FOTU_1349_Pichia_fermentans"
"FOTU_1350","FOTU_1350","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","Fungi","FOTU_1350_Fungi"
"FOTU_1351","FOTU_1351","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","Fungi","FOTU_1351_Fungi"
"FOTU_1352","FOTU_1352","Fungi","Ascomycota","Sordariomycetes","Magnaporthales","Magnaporthaceae","Magnaporthiopsis","cynodontis","Magnaporthiopsis_cynodontis","FOTU_1352_Magnaporthiopsis_cynodontis"
"FOTU_1353","FOTU_1353","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_1353_unidentified"
"FOTU_1354","FOTU_1354","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_1354_unidentified"
"FOTU_1355","FOTU_1355","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_1355_unidentified"
"FOTU_1356","FOTU_1356","Fungi","Chytridiomycota","Rhizophydiomycetes","Rhizophydiales","Protrudomycetaceae","Protrudomycetaceae_gen_Incertae_sedis","unidentified","Protrudomycetaceae_gen_Incertae_sedis","FOTU_1356_Protrudomycetaceae_gen_Incertae_sedis"
"FOTU_1357","FOTU_1357","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_1357_unidentified"
"FOTU_1358","FOTU_1358","Fungi","Ascomycota","Sordariomycetes","Coniochaetales","Coniochaetaceae","Coniochaeta","ligniaria","Coniochaeta_ligniaria","FOTU_1358_Coniochaeta_ligniaria"
"FOTU_1359","FOTU_1359","Rhizaria","Cercozoa","Cercozoa_cls_Incertae_sedis","Cercozoa_ord_Incertae_sedis","Cercozoa_fam_Incertae_sedis","Cercozoa_gen_Incertae_sedis","unidentified","Cercozoa_gen_Incertae_sedis","FOTU_1359_Cercozoa_gen_Incertae_sedis"
"FOTU_1360","FOTU_1360","Rhizaria","Cercozoa","Cercozoa_cls_Incertae_sedis","Cercozoa_ord_Incertae_sedis","Cercozoa_fam_Incertae_sedis","Cercozoa_gen_Incertae_sedis","unidentified","Cercozoa_gen_Incertae_sedis","FOTU_1360_Cercozoa_gen_Incertae_sedis"
"FOTU_1361","FOTU_1361","Fungi","Basidiomycota","Pucciniomycetes","Pucciniales","Melampsoraceae","Melampsora","populnea","Melampsora_populnea","FOTU_1361_Melampsora_populnea"
"FOTU_1362","FOTU_1362","Fungi","Olpidiomycota","Olpidiomycota_cls_Incertae_sedis","Olpidiomycota_ord_Incertae_sedis","Olpidiomycota_fam_Incertae_sedis","Olpidiomycota_gen_Incertae_sedis","unidentified","Olpidiomycota_gen_Incertae_sedis","FOTU_1362_Olpidiomycota_gen_Incertae_sedis"
"FOTU_1363","FOTU_1363","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","Fungi","FOTU_1363_Fungi"
"FOTU_1364","FOTU_1364","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_1364_unidentified"
"FOTU_1365","FOTU_1365","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_1365_unidentified"
"FOTU_1366","FOTU_1366","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","Spizellomycetales_fam_Incertae_sedis","Spizellomycetales_gen_Incertae_sedis","unidentified","Spizellomycetales_gen_Incertae_sedis","FOTU_1366_Spizellomycetales_gen_Incertae_sedis"
"FOTU_1367","FOTU_1367","Fungi","Zoopagomycota","Zoopagomycetes","Zoopagales","Zoopagaceae","Acaulopage","dichotoma","Acaulopage_dichotoma","FOTU_1367_Acaulopage_dichotoma"
"FOTU_1368","FOTU_1368","Fungi","Kickxellomycota","Kickxellomycota_cls_Incertae_sedis","Kickxellomycota_ord_Incertae_sedis","Kickxellomycota_fam_Incertae_sedis","Kickxellomycota_gen_Incertae_sedis","unidentified","Kickxellomycota_gen_Incertae_sedis","FOTU_1368_Kickxellomycota_gen_Incertae_sedis"
"FOTU_1369","FOTU_1369","Fungi","Ascomycota","Dothideomycetes","Venturiales","Sympoventuriaceae","Scolecobasidium","icarus","Scolecobasidium_icarus","FOTU_1369_Scolecobasidium_icarus"
"FOTU_1370","FOTU_1370","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Scheffersomyces","ergatensis","Scheffersomyces_ergatensis","FOTU_1370_Scheffersomyces_ergatensis"
"FOTU_1371","FOTU_1371","Viridiplantae","Anthophyta","Eudicotyledonae","Caryophyllales","Caryophyllaceae","Acanthophyllum","spinosum","Acanthophyllum_spinosum","FOTU_1371_Acanthophyllum_spinosum"
"FOTU_1372","FOTU_1372","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_1372_unidentified"
"FOTU_1373","FOTU_1373","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Omphalotaceae","Omphalotus","unidentified","Omphalotus","FOTU_1373_Omphalotus"
"FOTU_1374","FOTU_1374","Fungi","Ascomycota","Sordariomycetes","Savoryellales","Savoryellaceae","Savoryellaceae_gen_Incertae_sedis","unidentified","Savoryellaceae_gen_Incertae_sedis","FOTU_1374_Savoryellaceae_gen_Incertae_sedis"
"FOTU_1375","FOTU_1375","Rhizaria","Cercozoa","Cercozoa_cls_Incertae_sedis","Thaumatomonadida","Thaumatomastigidae","Thaumatomonas","unidentified","Thaumatomonas","FOTU_1375_Thaumatomonas"
"FOTU_1376","FOTU_1376","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_1376_unidentified"
"FOTU_1377","FOTU_1377","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Rhynchogastremataceae","Papiliotrema","nemorosa","Papiliotrema_nemorosa","FOTU_1377_Papiliotrema_nemorosa"
"FOTU_1378","FOTU_1378","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Stachybotryaceae","Striaticonidium","synnematum","Striaticonidium_synnematum","FOTU_1378_Striaticonidium_synnematum"
"FOTU_1379","FOTU_1379","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Bolbitiaceae","Bolbitiaceae_gen_Incertae_sedis","unidentified","Bolbitiaceae_gen_Incertae_sedis","FOTU_1379_Bolbitiaceae_gen_Incertae_sedis"
"FOTU_1380","FOTU_1380","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_1380_unidentified"
"FOTU_1381","FOTU_1381","Fungi","Basidiobolomycota","Basidiobolomycetes","Basidiobolales","Basidiobolales_fam_Incertae_sedis","Basidiobolales_gen_Incertae_sedis","unidentified","Basidiobolales_gen_Incertae_sedis","FOTU_1381_Basidiobolales_gen_Incertae_sedis"
"FOTU_1382","FOTU_1382","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_1382_unidentified"
"FOTU_1383","FOTU_1383","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Hymenochaetaceae","Phellinus","viticola","Phellinus_viticola","FOTU_1383_Phellinus_viticola"
"FOTU_1384","FOTU_1384","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","unidentified","unidentified","Phaeosphaeriaceae","FOTU_1384_Phaeosphaeriaceae"
"FOTU_1385","FOTU_1385","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_1385_unidentified"
"FOTU_1386","FOTU_1386","Fungi","Basidiomycota","Agaricomycetes","Corticiales","Corticiaceae","Limonomyces","unidentified","Limonomyces","FOTU_1386_Limonomyces"
"FOTU_1387","FOTU_1387","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Tulasnellaceae","Tulasnella","warcupii","Tulasnella_warcupii","FOTU_1387_Tulasnella_warcupii"
"FOTU_1388","FOTU_1388","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Thelonectria","rubi","Thelonectria_rubi","FOTU_1388_Thelonectria_rubi"
"FOTU_1389","FOTU_1389","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Bionectriaceae","unidentified","unidentified","Bionectriaceae","FOTU_1389_Bionectriaceae"
"FOTU_1390","FOTU_1390","Fungi","Chytridiomycota","Rhizophydiomycetes","Rhizophydiales","Alphamycetaceae","Betamyces","americae-meridionalis","Betamyces_americae-meridionalis","FOTU_1390_Betamyces_americae-meridionalis"
"FOTU_1391","FOTU_1391","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","Fungi","FOTU_1391_Fungi"
"FOTU_1392","FOTU_1392","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","Fungi","FOTU_1392_Fungi"
"FOTU_1393","FOTU_1393","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","Spizellomycetaceae","Spizellomyces","unidentified","Spizellomyces","FOTU_1393_Spizellomyces"
"FOTU_1394","FOTU_1394","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Polyporaceae","Cerioporus","mollis","Cerioporus_mollis","FOTU_1394_Cerioporus_mollis"
"FOTU_1395","FOTU_1395","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_1395_unidentified"
"FOTU_1396","FOTU_1396","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_1396_unidentified"
"FOTU_1397","FOTU_1397","Fungi","Ascomycota","Dothideomycetes","Pleosporales","unidentified","unidentified","unidentified","Pleosporales","FOTU_1397_Pleosporales"
"FOTU_1398","FOTU_1398","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_1398_unidentified"
"FOTU_1399","FOTU_1399","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Lyophyllaceae","Fibulochlamys","chilensis","Fibulochlamys_chilensis","FOTU_1399_Fibulochlamys_chilensis"
"FOTU_1400","FOTU_1400","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Debaryomyces","prosopidis","Debaryomyces_prosopidis","FOTU_1400_Debaryomyces_prosopidis"
"FOTU_1401","FOTU_1401","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_1401_unidentified"
"FOTU_1402","FOTU_1402","Fungi","Basidiomycota","Classiculomycetes","Classiculales","Classiculales_fam_Incertae_sedis","Classiculales_gen_Incertae_sedis","unidentified","Classiculales_gen_Incertae_sedis","FOTU_1402_Classiculales_gen_Incertae_sedis"
"FOTU_1403","FOTU_1403","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_1403_unidentified"
"FOTU_1404","FOTU_1404","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Melanommataceae","Camposporium","appendiculatum","Camposporium_appendiculatum","FOTU_1404_Camposporium_appendiculatum"
"FOTU_1405","FOTU_1405","Fungi","Ascomycota","Sordariomycetes","unidentified","unidentified","unidentified","unidentified","Sordariomycetes","FOTU_1405_Sordariomycetes"
"FOTU_1406","FOTU_1406","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Hypomyces","unidentified","Hypomyces","FOTU_1406_Hypomyces"
"FOTU_1407","FOTU_1407","Fungi","Ascomycota","Sordariomycetes","Sordariomycetes_ord_Incertae_sedis","Sordariomycetes_fam_Incertae_sedis","Xylomelasma","sordida","Xylomelasma_sordida","FOTU_1407_Xylomelasma_sordida"
"FOTU_1408","FOTU_1408","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Lycoperdaceae","Lycoperdon","unidentified","Lycoperdon","FOTU_1408_Lycoperdon"
"FOTU_1409","FOTU_1409","Fungi","Chytridiomycota","Rhizophlyctidomycetes","Rhizophlyctidales","Rhizophlyctidaceae","Rhizophlyctidaceae_gen_Incertae_sedis","unidentified","Rhizophlyctidaceae_gen_Incertae_sedis","FOTU_1409_Rhizophlyctidaceae_gen_Incertae_sedis"
"FOTU_1410","FOTU_1410","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Lectera","unidentified","Lectera","FOTU_1410_Lectera"
"FOTU_1411","FOTU_1411","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","Cladosporium","cladosporioides","Cladosporium_cladosporioides","FOTU_1411_Cladosporium_cladosporioides"
"FOTU_1412","FOTU_1412","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Dictyosporiaceae","unidentified","unidentified","Dictyosporiaceae","FOTU_1412_Dictyosporiaceae"
"FOTU_1413","FOTU_1413","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_1413_unidentified"
"FOTU_1414","FOTU_1414","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_1414_unidentified"
"FOTU_1415","FOTU_1415","Fungi","Ascomycota","unidentified","unidentified","unidentified","unidentified","unidentified","Ascomycota","FOTU_1415_Ascomycota"
"FOTU_1416","FOTU_1416","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Lepiota","subincarnata","Lepiota_subincarnata","FOTU_1416_Lepiota_subincarnata"
"FOTU_1417","FOTU_1417","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_1417_unidentified"
"FOTU_1418","FOTU_1418","Fungi","Ascomycota","Sordariomycetes","Pleurotheciales","Pleurotheciaceae","Pleurotheciella","unidentified","Pleurotheciella","FOTU_1418_Pleurotheciella"
